id,en,zh,lzh,ja,ru
武将夏侯惇已临时加入麾下，可在出征列表中调遣使用。,Xiahou Dun has temporarily joined your ranks and can be deployed from the campaign list.,武将夏侯惇已临时加入麾下，可在出征列表中调遣使用。,武將夏侯惇已臨時加入麾下，可在出徵列表中調遣使用。,武将・夏侯惇が一時的に麾下へ加入しました。出征リストで編成できます。,Военачальник Сяхоу Дунь временно присоединился к вашему войску. Его можно назначить в списке похода.
天刚蒙蒙亮，主簿传来吕布进犯的消息,"At first light, the Registrar brought word that Lu Bu was attacking.",天刚蒙蒙亮，主簿传来吕布进犯的消息,天剛矇矇亮，主簿傳來呂布進犯的消息,夜明け間もなく、主簿が呂布侵攻の知らせを届けた,"Едва рассвело, как главный писарь принёс весть о наступлении Люй Бу."
主公！夏侯惇将军率部成功截获吕布购得的数百匹良马，不过吕布得知战马被截，勃然大怒，已亲率大军出徐州，直奔小沛而来，如今已在城外十里处！,"My lord! General Xiahou Dun intercepted the several hundred fine horses Lu Bu purchased. When Lu Bu learned the horses were taken, he flew into a rage and personally led his army out of Xuzhou toward Xiaopei. He is now only ten li from the city!",主公！夏侯惇将军率部成功截获吕布购得的数百匹良马，不过吕布得知战马被截，勃然大怒，已亲率大军出徐州，直奔小沛而来，如今已在城外十里处！,主公！夏侯惇將軍率部成功截獲呂布購得的數百匹良馬，不過呂布得知戰馬被截，勃然大怒，已親率大軍出徐州，直奔小沛而來，如今已在城外十里處！,主君！夏侯惇将軍が部隊を率い、呂布の買い入れた数百頭の良馬を奪取しました。ですが呂布は戦馬を奪われたと知るや激怒し、自ら大軍を率いて徐州を出立、小沛へ直行しています。現在、城外十里まで迫っています！,"Господин! Генерал Сяхоу Дунь со своим отрядом успешно перехватил несколько сотен добрых коней, купленных Люй Бу. Узнав об этом, Люй Бу пришёл в ярость и лично вывел большую армию из Сюйчжоу прямо к Сяопэю. Сейчас он уже в десяти ли от города!"
夏侯将军，抢马既是你家家主之意，如今吕布大军压境，此事你如何看？,"General Xiahou, since taking the horses was your lord's will, what is your view now that Lu Bu's army is upon us?",夏侯将军，抢马既是你家家主之意，如今吕布大军压境，此事你如何看？,夏侯將軍，搶馬既是你家家主之意，如今呂布大軍壓境，此事你如何看？,夏侯将軍、馬を奪うのは貴殿の家主の策だ。今や呂布の大軍が迫っている。貴殿はどう見る？,"Генерал Сяхоу, раз захват коней был волей вашего господина, как вы смотрите на то, что армия Люй Бу уже у наших ворот?"
使君莫忧！吕布此举，看似因战马被截而动怒，实则早有预谋。家主早已料到吕布素来忌惮使君仁义之名与感召之力，并麾下将士多有倾心使君者，吕布对此日夜不安。抢马的报复，不过是他的幌子，其真实目的，便是借机兴兵，铲除使君这一心腹大患。,"Do not worry, my lord. Lu Bu seems angered by the seized horses, but this was planned long ago. My lord already knew Lu Bu has always feared your reputation for benevolence and your power to inspire others, and that many of his soldiers admire you. Lu Bu has been uneasy day and night. The stolen horses are only his pretext. His true aim is to raise troops and remove you, the threat he fears most.",使君莫忧！吕布此举，看似因战马被截而动怒，实则早有预谋。家主早已料到吕布素来忌惮使君仁义之名与感召之力，并麾下将士多有倾心使君者，吕布对此日夜不安。抢马的报复，不过是他的幌子，其真实目的，便是借机兴兵，铲除使君这一心腹大患。,使君莫憂！呂布此舉，看似因戰馬被截而動怒，實則早有預謀。家主早已料到呂布素來忌憚使君仁義之名與感召之力，並麾下將士多有傾心使君者，呂布對此日夜不安。搶馬的報復，不過是他的幌子，其真實目的，便是藉機興兵，剷除使君這一心腹大患。,使君、ご心配なく！呂布の動きは、戦馬を奪われた怒りに見えますが、実は早くからの謀りごと。家主は、呂布が使君の仁義の名と人を惹きつける力を常に恐れ、配下にも使君へ心を寄せる者が多いことを見抜いておりました。呂布はそれを日夜不安に思っていたのです。馬を奪われた報復など口実にすぎません。真の狙いは、これを機に兵を挙げ、使君という心腹の大患を除くことにあります。,"Не тревожьтесь, правитель! С виду Люй Бу выступил из-за гнева за перехваченных коней, но на деле он давно всё замышлял. Мой господин предвидел, что Люй Бу всегда боялся вашей добродетельной славы и силы притяжения, а среди его воинов многие склоняются к вам. Люй Бу из-за этого не знал покоя ни днём ни ночью. Месть за коней — лишь ширма. Его истинная цель — воспользоваться случаем, поднять войско и устранить вас как главную угрозу."
不过一切皆在我家家主预料之中，此番布局，正是要将吕布诱出徐州，使其陷入孤立无援之境。,But all of this is within my lord's expectations. This plan is meant to lure Lu Bu out of Xuzhou and leave him isolated.,不过一切皆在我家家主预料之中，此番布局，正是要将吕布诱出徐州，使其陷入孤立无援之境。,不過一切皆在我家家主預料之中，此番佈局，正是要將呂布誘出徐州，使其陷入孤立無援之境。,ですが、すべては我が家主の読み通りです。この布石はまさに呂布を徐州から誘い出し、孤立無援へ追い込むためのもの。,"Но всё это входит в расчёт моего господина. Эта расстановка нужна именно для того, чтобы выманить Люй Бу из Сюйчжоу и оставить его без поддержки."
使君，只需你率部坚守小沛几日，拖住吕布大军。我家家主已亲提精锐，星夜南下，不日便至小沛。届时，与使君合兵一处，到时不仅可破吕布，更能顺势扫除袁术这一僭越逆贼，平定徐州！,"My lord, you need only hold Xiaopei for a few days and pin down Lu Bu's army. My lord has already led his elite forces south through the night and will reach Xiaopei soon. Once our forces join, we can not only defeat Lu Bu, but also sweep away the usurper Yuan Shu and pacify Xuzhou!",使君，只需你率部坚守小沛几日，拖住吕布大军。我家家主已亲提精锐，星夜南下，不日便至小沛。届时，与使君合兵一处，到时不仅可破吕布，更能顺势扫除袁术这一僭越逆贼，平定徐州！,使君，只需你率部堅守小沛幾日，拖住呂布大軍。我家家主已親提精銳，星夜南下，不日便至小沛。屆時，與使君合兵一處，到時不僅可破呂布，更能順勢掃除袁術這一僭越逆賊，平定徐州！,使君は数日、小沛を固守し、呂布軍を足止めするだけでよいのです。我が家主は精鋭を自ら率い、夜を徹して南下しており、ほどなく小沛に到着します。その時、使君と兵を合わせれば、呂布を破るのみならず、勢いに乗って僭越の逆賊・袁術をも掃討し、徐州を平定できます！,"Правитель, вам нужно лишь несколько дней удерживать Сяопэй и связать армию Люй Бу. Мой господин уже лично ведёт элиту, ночью и днём идёт на юг и скоро прибудет к Сяопэю. Тогда, соединив войска с вами, мы сможем не только разбить Люй Бу, но и заодно смести узурпатора Юань Шу и умиротворить Сюйчжоу!"
最后坚持几回合，等待曹操的救援。敌军已换为吕布，每回合必须出战3次，否则民心将下降。,"Hold out for a few more turns and wait for Cao Cao's aid. The enemy has changed to Lu Bu. You must deploy 3 times each turn, or Public Support will fall.",最后坚持几回合，等待曹操的救援。敌军已换为吕布，每回合必须出战3次，否则民心将下降。,最後堅持幾回合，等待曹操的救援。敵軍已換為呂布，每回合必須出戰3次，否則民心將下降。,あと数ターン耐え、曹操の救援を待て。敵軍は呂布に変更済み。毎ターン3回出戦しなければ民心が低下する。,"Продержитесь ещё несколько ходов и дождитесь помощи Цао Цао. Враг сменился на Люй Бу. Каждый ход нужно провести 3 военных действия, иначе народная поддержка снизится."
曹操并未食言，在我军即将溃败之际，他的援军终于抵达，我也得以全身而退，撤出小沛。,"Cao Cao kept his word. Just as our army was on the brink of collapse, his reinforcements finally arrived, allowing me to escape intact and withdraw from Xiaopei.",曹操并未食言，在我军即将溃败之际，他的援军终于抵达，我也得以全身而退，撤出小沛。,曹操並未食言，在我軍即將潰敗之際，他的援軍終於抵達，我也得以全身而退，撤出小沛。,曹操は約を違えなかった。我が軍が崩れかけたその時、援軍はついに到着し、私は無事に小沛を撤退できた。,"Цао Цао не нарушил слова. Когда наша армия была на грани разгрома, его подкрепления наконец прибыли, и я смог выйти из Сяопэя невредимым."
历经一年半的苦战，终破下邳。吕布向我乞命，我并没有放过他，但其实即便我不进言，以曹操之明，断不会留此虎患。,"After a year and a half of bitter fighting, Xiapi finally fell. Lu Bu begged me for his life, but I did not spare him. In truth, even without my words, Cao Cao was too wise to leave such a tiger alive.",历经一年半的苦战，终破下邳。吕布向我乞命，我并没有放过他，但其实即便我不进言，以曹操之明，断不会留此虎患。,歷經一年半的苦戰，終破下邳。呂布向我乞命，我並沒有放過他，但其實即便我不進言，以曹操之明，斷不會留此虎患。,一年半に及ぶ苦戦の末、ついに下邳を落とした。呂布は私に命乞いをしたが、私は彼を許さなかった。もっとも私が進言せずとも、曹操ほどの明察なら、この虎患を残すはずがない。,"После полутора лет тяжёлой войны мы наконец взяли Сяпи. Люй Бу просил у меня жизни, но я его не пощадил. Впрочем, даже если бы я не сказал ни слова, проницательный Цао Цао всё равно не оставил бы такого тигра на свободе."
其后数载，我身在许都，心却暗通河北，时刻向袁绍传递着曹操的虚实动向。,"For the next several years, I lived in Xudu, while secretly keeping ties with Hebei and constantly reporting Cao Cao's real movements to Yuan Shao.",其后数载，我身在许都，心却暗通河北，时刻向袁绍传递着曹操的虚实动向。,其後數載，我身在許都，心卻暗通河北，時刻向袁紹傳遞著曹操的虛實動向。,その後数年、私は許都に身を置きながら、心では河北と通じ、曹操の内情と動向を絶えず袁紹へ伝え続けた。,"В последующие годы я жил в Сюйду, но сердцем тайно был связан с Хэбэем и постоянно передавал Юань Шао сведения о положении и движениях Цао Цао."
就这样，在这名为礼遇、实为软禁的日子里，时间悄然来到了建安五年。,"And so, in those days called courtesy but in truth house arrest, time quietly reached the fifth year of Jian'an.",就这样，在这名为礼遇、实为软禁的日子里，时间悄然来到了建安五年。,就這樣，在這名為禮遇、實為軟禁的日子裡，時間悄然來到了建安五年。,こうして、礼遇という名の軟禁の日々の中、時は静かに建安五年へと至った。,"Так в днях, именуемых почётом, но на деле бывших мягким заточением, время незаметно подошло к пятому году Цзяньань."
玄德老弟，今日煮酒青梅，论天下大势。忆昔洛阳，你我同猎同谈，情谊深厚，今日重聚，怎不共谋一番？,"Brother Xuande, today we boil wine with green plums and speak of the realm. I still remember Luoyang, when we hunted and talked together. Our bond ran deep. Now that we meet again, why not plan together?",玄德老弟，今日煮酒青梅，论天下大势。忆昔洛阳，你我同猎同谈，情谊深厚，今日重聚，怎不共谋一番？,玄德老弟，今日煮酒青梅，論天下大勢。憶昔洛陽，你我同獵同談，情誼深厚，今日重聚，怎不共謀一番？,玄徳の弟よ、今日は青梅を肴に酒を煮て、天下の大勢を語ろう。昔の洛陽を思えば、我らは共に狩り、共に語り、情義は深い。今日再び会したのだ、どうして共に一計を謀らずにいられよう？,"Брат Сюаньдэ, сегодня сварим вино с зелёными сливами и поговорим о судьбе Поднебесной. Вспомни Лоян: мы вместе охотились, вместе беседовали, наша дружба глубока. Раз уж встретились вновь, почему бы нам не задумать общее дело?"
……孟德，昔日情谊备不敢忘，然时势已变，备心绪难平。,"...Mengde, I have not forgotten our old friendship, but the times have changed, and my heart is unsettled.",……孟德，昔日情谊备不敢忘，然时势已变，备心绪难平。,……孟德，昔日情誼備不敢忘，然時勢已變，備心緒難平。,……孟徳、昔日の情義を備は忘れませぬ。されど時勢は変わり、心は穏やかではありません。,"……Мэндэ, прежней дружбы Бэй не забудет. Но времена изменились, и сердце моё неспокойно."
(士人、袁绍、皇帝都叫我杀了曹操，但...),"(The scholars, Yuan Shao, and the Emperor all want me to kill Cao Cao, but...)",(士人、袁绍、皇帝都叫我杀了曹操，但...),(士人、袁紹、皇帝都叫我殺了曹操，但...),(士人も、袁紹も、皇帝も、私に曹操を殺せと言う。だが...),"(Учёные мужи, Юань Шао и император — все велят мне убить Цао Цао, но...)"
刘备犹豫再三，手握在腰间的佩剑很久很久，但迟迟没动手,"Liu Bei hesitated again and again, his hand resting on the sword at his waist for a long time, yet he never drew it.",刘备犹豫再三，手握在腰间的佩剑很久很久，但迟迟没动手,劉備猶豫再三，手握在腰間的佩劍很久很久，但遲遲沒動手,劉備は何度もためらい、腰の佩剣に長く手をかけたまま、ついに動かなかった。,"Лю Бэй долго колебался. Его рука лежала на рукояти меча у пояса очень, очень долго, но он так и не двинулся."
玄德，无须拘谨！昔日你我以剑术论高低，不如今天再试身手？,"Xuande, no need to be stiff! In the past we tested each other with swordsmanship. Shall we try our skill again today?",玄德，无须拘谨！昔日你我以剑术论高低，不如今天再试身手？,玄德，無須拘謹！昔日你我以劍術論高低，不如今天再試身手？,玄徳、遠慮はいらぬ！昔は剣で腕を比べたものだ。今日もひとつ、試してみぬか？,"Сюаньдэ, не стесняйся! В прошлом мы мерились мастерством меча. Почему бы сегодня не проверить себя снова?"
比剑结束后，酒过三巡。,"After the sword match, the wine had made several rounds.",比剑结束后，酒过三巡。,比劍結束後，酒過三巡。,剣比べが終わり、酒も三巡した。,После поединка мечами вино уже трижды обошло круг.
玄德老弟，今日酣饮，正好论英雄。,"Brother Xuande, with good wine in hand, this is the perfect time to speak of heroes.",玄德老弟，今日酣饮，正好论英雄。,玄德老弟，今日酣飲，正好論英雄。,玄徳の弟よ、今日は存分に飲んだ。ちょうど英雄を論じるによい。,"Брат Сюаньдэ, сегодня мы пьем вволю. Самое время говорить о героях."
我乃一届武夫，甚敢议英雄？,I am but a common warrior. How would I dare discuss heroes?,我乃一届武夫，甚敢议英雄？,我乃一屆武夫，甚敢議英雄？,私は一介の武夫、英雄を論じるなど恐れ多い。,Я всего лишь грубый воин. Как смею рассуждать о героях?
夫英雄者，胸怀大志，腹有良谋，有包藏宇宙之机，吞吐天地之志者也,"A hero is one who bears great ambition, holds fine strategy, contains the workings of the universe, and carries the will to swallow heaven and earth.",夫英雄者，胸怀大志，腹有良谋，有包藏宇宙之机，吞吐天地之志者也,夫英雄者，胸懷大志，腹有良謀，有包藏宇宙之機，吞吐天地之志者也,そも英雄とは、大志を胸に抱き、良謀を腹に宿し、宇宙を包む機と天地を呑む志を持つ者のことだ。,"Герой — тот, кто носит в груди великий замысел, хранит в сердце мудрый план, способен вместить вселенную и имеет волю проглотить небо и землю."
谁当为英雄？,"Who, then, can be called a hero?",谁当为英雄？,誰當為英雄？,誰を英雄と呼ぶべきか？,Кого же считать героем?
今天下英雄，惟使君与操耳。,"Among the heroes of the realm today, there are only you, my lord, and Cao.",今天下英雄，惟使君与操耳。,今天下英雄，惟使君與操耳。,今、天下の英雄は、ただ使君と操のみ。,"Сегодня среди героев Поднебесной есть только вы, правитель, и я, Цао."
我怎敢当...,How could I deserve that...,我怎敢当...,我怎敢當...,私など、とても...,Как я могу быть достоин...
话毕雷声大作...,"As the words ended, thunder roared...",话毕雷声大作...,話畢雷聲大作...,言い終えるや雷鳴が轟いた...,"Как только слова прозвучали, грянул гром..."
当年我曾言，若有富贵，定不忘你，今日我挟天子以令不臣，袁绍已变初心，你我英雄何不联手？,"I once said that if wealth and rank came to me, I would never forget you. Today I hold the Emperor to command those who defy him, and Yuan Shao has abandoned his original heart. You and I are heroes. Why should we not join hands?",当年我曾言，若有富贵，定不忘你，今日我挟天子以令不臣，袁绍已变初心，你我英雄何不联手？,當年我曾言，若有富貴，定不忘你，今日我挾天子以令不臣，袁紹已變初心，你我英雄何不聯手？,かつて私は、富貴を得ても必ずお前を忘れぬと言った。今日、私は天子を奉じて不臣に号令している。袁紹はすでに初心を失った。お前と私、二人の英雄が手を組まぬ理由がどこにある？,"Когда-то я сказал: если достигну богатства и знатности, тебя не забуду. Теперь я держу императора и повелеваю непокорными, а Юань Шао изменил первоначальным идеалам. Почему же нам, двум героям, не объединиться?"
袁绍与我有师兄弟之谊，你我因他相识。昔年你与他奔走救士，仁德天下，恩重如山，背之恐失义。,"Yuan Shao and I share the bond of senior and junior disciples, and I met you through him. In those days you and he ran about saving worthy men. Your benevolence was known throughout the realm. His favor was as heavy as a mountain; to betray him would be unjust.",袁绍与我有师兄弟之谊，你我因他相识。昔年你与他奔走救士，仁德天下，恩重如山，背之恐失义。,袁紹與我有師兄弟之誼，你我因他相識。昔年你與他奔走救士，仁德天下，恩重如山，背之恐失義。,袁紹とは師兄弟の誼があり、あなたと私も彼を介して知り合いました。昔、あなたは彼と士を救うため奔走し、仁徳は天下に知られ、その恩は山より重い。彼に背けば義を失う恐れがあります。,"Юань Шао и я связаны братством учеников одного наставника. Ты и я познакомились благодаря ему. В прошлом ты вместе с ним спасал учёных мужей, твоя добродетель известна Поднебесной, его благодеяния тяжелы, как гора. Предать его — значит потерять долг."
袁绍与我皆庶子出身，昔日本是奔走相知的至交，一道为寒门士人鸣不平，救其于不公境遇…… 那时，他也曾是我最好的朋友。,"Yuan Shao and I were both sons of concubines. In those days we were close friends who understood each other, speaking for scholars of humble birth and saving them from injustice... Back then, he was once my best friend.",袁绍与我皆庶子出身，昔日本是奔走相知的至交，一道为寒门士人鸣不平，救其于不公境遇…… 那时，他也曾是我最好的朋友。,袁紹與我皆庶子出身，昔日本是奔走相知的至交，一道為寒門士人鳴不平，救其於不公境遇…… 那時，他也曾是我最好的朋友。,袁紹も私も庶子の出。昔は互いに奔走し合う親友で、寒門の士人の不遇に憤り、彼らを救おうとした……あの時、彼もまた私の最良の友だった。,"Юань Шао и я оба рождены от наложниц. В прошлом мы были близкими друзьями, бегали по делам вместе, заступались за людей скромного происхождения и спасали их от несправедливости…… Тогда он тоже был моим лучшим другом."
可如今他身居天下盟主之位，从庶子翻身成了所谓的 “盟主”，但早把初心忘得一干二净。他依旧想攥着权柄，把控我们这些依旧身为庶子之人的命运。我今日功高，已然震主，我料定，他定是暗中挑动你，来取我性命...,"But now he sits as Alliance Leader of the realm. Having risen from a concubine's son to this so-called Alliance Leader, he has forgotten his old ideals completely. He still wants to grip power and control the fate of men like us who were also born outside the main line. My achievements now overshadow him. I am certain he has been secretly pushing you to take my life...",可如今他身居天下盟主之位，从庶子翻身成了所谓的 “盟主”，但早把初心忘得一干二净。他依旧想攥着权柄，把控我们这些依旧身为庶子之人的命运。我今日功高，已然震主，我料定，他定是暗中挑动你，来取我性命...,可如今他身居天下盟主之位，從庶子翻身成了所謂的 “盟主”，但早把初心忘得一乾二淨。他依舊想攥著權柄，把控我們這些依舊身為庶子之人的命運。我今日功高，已然震主，我料定，他定是暗中挑動你，來取我性命...,だが今や彼は天下の盟主の座に就き、庶子からいわゆる“盟主”へとのし上がった。そして初心をきれいさっぱり忘れた。今なお権柄を握り、同じ庶子である我らの運命を操ろうとしている。私は今や功高く、主を震わせるほどだ。彼は必ずや密かにお前を唆し、私の命を取らせようとしている...,"Но теперь он сидит на месте главы союза Поднебесной. Из незаконнорождённого он стал так называемым «глава союза», а прежние идеалы давно забыл. Он всё ещё хочет держать власть в кулаке и управлять судьбой таких же людей, как мы. Сегодня мои заслуги уже пугают господина. Я уверен: он тайно подстрекает тебя прийти за моей жизнью..."
如今唯你我相依，玄德，袁绍打压我久矣。你我若联手，扫平群雄，胜则霸业，败亦美名，史书自会传颂，叛逆者乃英雄之志！当年你不也曾离开公孙瓒，另谋大志？我敬你这份决断，从不会轻视你英雄的名号,"Now only you and I can rely on each other, Xuande. Yuan Shao has suppressed me for far too long. If we join hands and sweep away the warlords, victory brings hegemony, defeat still brings honor, and history will remember us. Rebellion can be the ambition of heroes! Did you not once leave Gongsun Zan to seek a greater cause? I respect that decision and would never belittle your name as a hero.",如今唯你我相依，玄德，袁绍打压我久矣。你我若联手，扫平群雄，胜则霸业，败亦美名，史书自会传颂，叛逆者乃英雄之志！当年你不也曾离开公孙瓒，另谋大志？我敬你这份决断，从不会轻视你英雄的名号,如今唯你我相依，玄德，袁紹打壓我久矣。你我若聯手，掃平群雄，勝則霸業，敗亦美名，史書自會傳頌，叛逆者乃英雄之志！當年你不也曾離開公孫瓚，另謀大志？我敬你這份決斷，從不會輕視你英雄的名號,今、頼れるのはお前と私だけだ、玄徳。袁紹は長く私を抑えつけてきた。お前と私が手を組めば群雄を掃平できる。勝てば覇業、敗れても美名、史書は必ず称えるだろう。反逆とは英雄の志でもある！かつてお前も公孫瓚を離れ、別の大志を求めたではないか。その決断を私は敬っている。お前の英雄の名を軽んじたことなど一度もない。,"Теперь мы можем положиться только друг на друга, Сюаньдэ. Юань Шао давно давит на меня. Если мы объединимся, сметём всех героев. Победим — создадим дело владычества, проиграем — сохраним доброе имя, летописи всё равно нас воспоют. Бунт — это тоже воля героя! Разве ты когда-то не ушёл от Гунсунь Цзаня ради большего? Я уважаю твоё решение и никогда не смотрел свысока на твоё имя героя."
