id,en,zh,lzh,ja,ru
"陶商少爷,灵堂发生什么事了，需要我进来帮忙么？","Master Tao Shang, what happened in the mourning hall? Do you need me to come in and help?","陶商少爷,灵堂发生什么事了，需要我进来帮忙么？",陶商少爺，靈堂發生什麼事了，需要我進來幫忙嗎？,陶商様、霊堂で何があったのですか？中に入ってお手伝いしましょうか？,"Господин Тао Шан, что случилось в траурном зале? Нужно ли мне зайти и помочь?"
不用了，我一个人给父亲守灵就行..,"No need, I can keep vigil for my father alone. ",不用了，我一个人给父亲守灵就行..,不用了，我一個人給父親守靈就行。,いいえ、父のために一人で守りをすれば大丈夫です。,"Не нужно, я могу провести бдение за отцом один. "
我是陶商...怎么回事，我不应该名字叫刘备么？我想我应该在小沛.,I am Tao Shang... What’s going on? Shouldn't my name be Liu Bei? I think I should be in Xiaopei.,我是陶商...怎么回事，我不应该名字叫刘备么？我想我应该在小沛.,我是陶商...怎麼回事，我不應該名字叫劉備嗎？我想我應該在小沛。,私は陶商…どういうことだ？私は劉備という名前ではないのか？小沛にいるはずだと思う。,"Я — Тао Шан... Что происходит? Разве меня не должны звать Лю Бэй? Думаю, я должен быть в Сяопэе. "
纸张背后好像还有字..我瞧瞧..,It seems like there’s more writing on the back of the paper... Let me take a look…,纸张背后好像还有字..我瞧瞧..,紙張背後好像還有字..我瞧瞧..,紙の裏にも何か書かれているようだ…ちょっと見てみよう…。,"Кажется, на обратной стороне бумаги есть еще текст... Дай-ка взгляну... "
家仆,Servant,家仆,家僕,家僕,Домашний слуга
家仆(邪恶),Servant (Evil),家仆(邪恶),家僕（邪惡）,家僕（邪惡）,Домашний слуга (Злой)
少爷，我进来了 嘿嘿,"Master, I’ve come in. Hehe. ",少爷，我进来了 嘿嘿,少爺，我進來了。嘿嘿。,若旦那、入りましたよ。へへ。,"Господин, я зашёл. Хе-хе. "
你...你为什么带着刀,You... why are you carrying a knife?,你...你为什么带着刀,你...你為什麼帶著刀？,お前…なぜ刀を持っているんだ？,Ты... почему у тебя нож?
啊,Aaaah!,啊,啊啊啊！,ぎゃあああ,Аааааа!
刘备,Liu Bei,刘备,劉備,劉備,Лю Бэй
啊..原来是一场噩梦..,Ah... it was just a nightmare...,啊..原来是一场噩梦..,啊..原來是一場噩夢..,ああ…これはただの悪夢だったのか…。,Ах... это был всего лишь кошмар…
前些日子一直在徐州办事，昨天晚上刚回来，劳累太大,"I've been handling affairs in Xuzhou for the past few days, and I just returned last night. The exhaustion is overwhelming.",前些日子一直在徐州办事，昨天晚上刚回来，劳累太大,前些日子一直在徐州辦事，昨天晚上剛回來，勞累太大。,最近ずっと徐州で用事をこなしていて、昨晩ようやく戻ってきた。疲労が大きい。,"Последние дни я занимался делами в Сюйчжоу, а вчера вечером только вернулся. Чувствую сильную усталость. "
(不过能做这样的噩梦，很可能与这边的烂摊子有关..),"(However, having such a nightmare is probably related to the mess over here... )",（不过能做这样的噩梦，很可能与这边的烂摊子有关..）,（不過能做這樣的噩夢，很可能與這邊的爛攤子有關.. ）,(こんな悪夢を見るのは、ここの厄介事と関係があるかもしれない…。 ),"(Однако такой кошмар, вероятно, связан с беспорядком здесь... )"
大人，外面有人求见,"Master, someone outside is asking to see you.",大人，外面有人求见,大人，外面有人求見。,大人、外にお会いしたい方がいます。,"Господин, снаружи кто-то просит встречи с вами."
仆人,Servant,仆人,僕人,僕人,Слуга
好吧 让他进来吧,"Alright, let him in.",好吧 让他进来吧,好吧，讓他進來吧。,わかった、彼を入れてくれ。,"Ладно, впусти его."
（我总是预感有什么大事要发生，我想花时间筹备下）,"(I always have a feeling that something big is going to happen, so I want to take some time to prepare.)",（我总是预感有什么大事要发生，我想花时间筹备下）,（我總是預感有什麼大事要發生，我想花時間籌備一下。 ）,（何か大きなことが起こりそうな予感がいつもしているので、少し時間をかけて準備したい。）,"（У меня постоянно предчувствие, что случится что-то важное, поэтому я хочу потратить время на подготовку.）"
陈群,Chen Qun,陈群,陳 群,陳 群,Чэнь Цюнь
将军 时候不早了，该去处理政务了,"General, it's getting late, it's time to handle the government affairs. ",将军 时候不早了，该去处理政务了,將軍，時候不早了，該去處理政務了。,将軍、もう遅いです。そろそろ政務に取り掛かる時間です。,"Генерал, уже поздно, пора заняться государственными делами. "
会有很多政务需要处理么...,Will there be a lot of government affairs to handle...?,会有很多政务需要处理么...,會有很多政務需要處理嗎…？,政務はたくさんあるのだろうか…？,Придётся ли решать много государственных дел...?
当然，不过如果将军你想图清闲，可以把这些事情交给我们这些当地的大家族，你只需要在上面签字就行,"Of course, but if you, General, want to take it easy, you can leave these matters to us, the local noble families. You just need to sign off on them. ",当然，不过如果将军你想图清闲，可以把这些事情交给我们这些当地的大家族，你只需要在上面签字就行,當然，不過如果將軍你想圖清閒，可以把這些事情交給我們這些當地的大家族，你只需要在上面簽字就行。,もちろんですが、将軍が楽をしたいのであれば、これらの事務を私たち地元の大家族に任せてください。将軍はただ署名するだけで構いません。,"Конечно, но если, генерал, вы хотите облегчить себе жизнь, вы можете оставить эти дела нам, местным знатным семьям. Вам нужно будет только поставить подпись. "
不，不行，我之前说过，陶公把 所有小沛的事务交给，是对我的信任，再者，我也得向治下百姓负责，以后徐州所有事情必须一一向我请示,"No, that's not acceptable. I’ve said before that Tao Qian entrusted all the affairs of Xiaopei to me, and that’s a sign of his trust. Moreover, I must be responsible to the people under my rule. From now on, all matters in Xuzhou must be reported to me for approval. ",不，不行，我之前说过，陶公把 所有小沛的事务交给，是对我的信任，再者，我也得向治下百姓负责，以后徐州所有事情必须一一向我请示,不，不行，我之前說過，陶公把所有小沛的事務交給我是對我的信任，再者，我也得向治下百姓負責，以後徐州所有事情必須一一向我請示。,いや、ダメだ。以前も言ったが、陶公は小沛のすべての事務を私に託しており、これは彼の信頼の証だ。それに、治める民に対しても責任がある。今後、徐州のすべてのことは必ず私に伺ってから処理するように。,"Нет, так не пойдёт. Я уже говорил, что Тао Цяня доверил мне все дела Сяопэя, и это знак его доверия. Более того, я должен нести ответственность перед народом, находящимся под моим управлением. Впредь все дела в Сюйчжоу должны согласовываться со мной."
如果真要这样的话 ，如你所愿 将军,"If that’s truly what you want, as you wish, General. ",如果真要这样的话 ，如你所愿 将军,如果真要這樣的話，如你所願，將軍。,本当にそうお望みなら、かしこまりました、将軍。,"Если вы настаиваете, как пожелаете, генерал. "
让我们重新熟悉下政务操作..,Let’s get reacquainted with the government affairs operations…,让我们重新熟悉下政务操作..,讓我們重新熟悉下政務操作..,政務の操作をもう一度確認しましょう…。,Давайте снова ознакомимся с управлением государственными делами…
您需要前往府邸，在哪里你可以处理基础的政府公文,"You need to go to the mansion, where you can handle basic government documents. ",您需要前往府邸，在哪里你可以处理基础的政府公文,您需要前往府邸，在那裡你可以處理基礎的政府公文。,府邸に向かう必要があります。そこで基本的な政府の文書を処理できます。,"Вам нужно отправиться в дворец, где вы сможете заниматься основными государственными документами. "
大人，外面有军情急报,"Master, there is an urgent military report outside. ",大人，外面有军情急报,大人，外面有軍情急報。,大人、外で緊急の軍報があります。,"Господин, снаружи срочный военный доклад."
快请进,"Please, come in quickly. ",快请进,快請進。,早くお入りください。,Быстро входите.
将军，我的前同事 也就是杀害曹操他老爹的 如今遁入山林，并当土匪作乱、祸害百姓，陶大人令刘将军派人去协助处理此事,"General, my former colleague, the one who killed Cao Cao's father, has now fled into the mountains, becoming a bandit and causing trouble for the people. Lord Tao has ordered General Liu to send men to assist in handling this matter. ",将军，我的前同事 也就是杀害曹操他老爹的 如今遁入山林，并当土匪作乱、祸害百姓，陶大人令刘将军派人去协助处理此事,將軍，我的前同事，也就是殺害曹操他老爹的，如今遁入山林，並當土匪作亂、禍害百姓，陶大人令劉將軍派人去協助處理此事。,将軍、かつての同僚、曹操の父親を殺した者が、今は山中に逃げ込み、山賊となって民を苦しめています。陶大人は劉将軍に、この件を処理するために人を派遣するよう命じました。,"Генерал, мой бывший коллега, тот самый, кто убил отца Цао Цао, теперь скрылся в горах, стал бандитом и терроризирует народ. Господин Тао приказал генералу Лю отправить людей для помощи в решении этого вопроса. "
好，我这就安排..,"Alright, I’ll make the arrangements right away. ",好，我这就安排..,好，我這就安排..,よし、すぐに手配します…。,"Хорошо, я сейчас всё устрою. "
前往演武场进行征伐任务,Proceed to the training ground to carry out the suppression mission.,前往演武场进行征伐任务,前往演武場進行征伐任務。,演武場へ向かい、討伐任務を遂行する。,Отправляйтесь на тренировочную площадку для выполнения миссии по подавлению.
将军，您去小沛开会之前 多次想让我约见一些学者，有好消息传来。郑玄大师愿意接见您！,"General, before you go to Xiaopei for the meeting, you have often wanted me to arrange meetings with some scholars. Good news has arrived—Master Zheng Xuan is willing to meet with you! ",将军，您去小沛开会之前 多次想让我约见一些学者，有好消息传来。郑玄大师愿意接见您！,將軍，您去小沛開會之前多次想讓我約見一些學者，有好消息傳來。鄭玄大師願意接見您！,将軍、小沛に会議に行かれる前に、何度も学者たちとの面会を依頼されていましたが、朗報です！鄭玄大師があなたにお会いしたいそうです！,"Генерал, перед тем как вы отправитесь на встречу в Сяопэй, вы много раз просили меня организовать встречи с учёными. Прекрасные новости — мастер Чжэн Сюань согласился встретиться с вами!"
真的？郑大师同意见我了,Really? Master Zheng agreed to see me?,真的？郑大师同意见我了,真的？鄭大師同意見我了？,本当に？鄭大師が私に会ってくれるのか？,Правда? Мастер Чжэн согласился встретиться со мной?
正是。属下派人多次拜访，终于说服了郑大师。他听说您对学问颇有兴趣，愿意与您交流一番。,Exactly. I sent people to visit him many times and finally convinced Master Zheng. He heard about your keen interest in learning and is willing to have a conversation with you.,正是。属下派人多次拜访，终于说服了郑大师。他听说您对学问颇有兴趣，愿意与您交流一番。,正是。屬下派人多次拜訪，終於說服了鄭大師。他聽說您對學問頗有興趣，願意與您交流一番。,その通りです。部下が何度も訪ねて、ついに鄭大師を説得しました。将軍が学問に興味を持っていると聞き、ぜひ交流したいとのことです。,"Именно так. Я несколько раз отправлял людей, и в конце концов мастер Чжэн согласился. Он слышал о вашем интересе к учёным знаниям и готов пообщаться с вами. "
好，真是太好了！郑大师是当今的大儒，能得到他的指导，对我们治理大有裨益。我立刻出发，前去见他,"Great, this is fantastic! Master Zheng is one of the greatest scholars of our time. Receiving his guidance will greatly benefit our governance. I will set off immediately to meet him.",好，真是太好了！郑大师是当今的大儒，能得到他的指导，对我们治理大有裨益。我立刻出发，前去见他,好，真是太好了！鄭大師是當今的大儒，能得到他的指導，對我們治理大有裨益。我立刻出發，前去見他。,よし、素晴らしい！鄭大師は今の時代の大儒です。彼の指導を受けることは、我々の統治に大いに役立つでしょう。すぐに出発して、彼に会いに行きます。,"Отлично, это просто замечательно! Мастер Чжэн — один из величайших учёных нашего времени. Получение его наставлений принесёт большую пользу нашему управлению. Я немедленно отправляюсь, чтобы встретиться с ним."
前往城外及军事驻地 可以选择拜见城外的学者,Proceed to the outskirts and military posts. You can choose to visit the scholars outside the city.,前往城外及军事驻地 可以选择拜见城外的学者,前往城外及軍事駐地，可以選擇拜見城外的學者。,城外および軍事駐屯地に向かい、城外の学者を訪ねることができます。,Отправляйтесь за город и в военные посты. Вы можете выбрать визит к учёным за пределами города.
什么，陶刺史，让我来当徐州之主？,What? Tao the Inspector wants me to become the Lord of Xuzhou?,什么，陶刺史，让我来当徐州之主？,什麼，陶刺史讓我來當徐州之主？,何ですって？陶刺史が私を徐州の主に任命するって？,"Что? Тао Цыши хочет, чтобы я стал правителем Сюйчжоу? "
信件上是这么说，糜竺大人和陈登大人再等着你呢？,The letter says that Lord Mi Zhu and Lord Chen Deng are waiting for you.,信件上是这么说，糜竺大人和陈登大人再等着你呢？,信件上說，糜竺大人和陳登大人正在等著你呢。,手紙には、糜竺殿と陳登殿があなたを待っていると書かれています。,"В письме сказано, что лорд Ми Чжу и лорд Чэнь Дэн ждут вас."
(这是真的么？虽然他隐约透露这种意思..但我本能告诉我，不太对),(Is this true? Although he vaguely hinted at it... my instincts tell me something isn’t right.),(这是真的么？虽然他隐约透露这种意思..但我本能告诉我，不太对),(這是真的嗎？雖然他隱約透露了這個意思…但我的直覺告訴我，似乎有些不對。 ),(本当なのか？彼は確かにそれをほのめかしたけれど…本能的に何かがおかしいと感じる。),"(Это правда? Хотя он намекнул на это... мои инстинкты подсказывают, что здесь что-то не так. )"
我怎么感觉你在忽悠我，骨肉至亲，陶刺史怎么可能放弃自己儿子呢？况且陶谦对我有恩..,"Why do I feel like you're trying to deceive me? Blood is thicker than water—how could Inspector Tao possibly abandon his own son? Besides, Tao Qian has shown me great kindness... ",我怎么感觉你在忽悠我，骨肉至亲，陶刺史怎么可能放弃自己儿子呢？况且陶谦对我有恩..,我怎麼感覺你在忽悠我？骨肉至親，陶刺史怎麼可能放棄自己的兒子呢？況且陶謙對我有恩…,どうしてあなたが私を騙そうとしているように感じるのか？血の繋がりがあるのに、陶刺史が自分の息子を捨てるはずがない。しかも、陶謙は私に大きな恩を与えてくれた…,"Почему мне кажется, что ты пытаешься меня обмануть? Как Тао Цыши может отказаться от собственного сына, ведь кровь гуще воды? Кроме того, Тао Цянь оказал мне великую милость... "
将军可是大才，治理徐州，百姓有福，陶大人可是“放心”才把徐州交给你,"General, you are truly a great talent. Under your governance, the people of Xuzhou will prosper. Lord Tao only entrusted Xuzhou to you because he is “at ease” with your abilities.",将军可是大才，治理徐州，百姓有福，陶大人可是“放心”才把徐州交给你,將軍可是大才，治理徐州，百姓有福，陶大人可是“放心”才把徐州交給你。,将軍は大変な才能をお持ちです。将軍の治世の下で、徐州の民は幸せになるでしょう。陶大人が徐州を託したのは、あなたの能力に「安心」しているからです。,"Генерал, вы настоящий талант. Под вашим управлением народ Сюйчжоу будет процветать. Лорд Тао «спокоен», доверяя вам Сюйчжоу. "
容我考虑考虑..,Allow me to think it over...,容我考虑考虑..,容我考慮考慮…,少し考えさせてください…,Позвольте мне это обдумать...
陈群您怎么看?,"Chen Qun, what is your opinion?",陈群您怎么看?,陳群您怎麼看？,陳群、あなたの意見はどうですか？,"Чэнь Цюнь, что вы думаете по этому поводу? "
将军，你是希望我以官员的身份来跟你说，还是朋友的身份..,"General, do you want me to speak as an official or as a friend?",将军，你是希望我以官员的身份来跟你说，还是朋友的身份..,將軍，您是希望我以官員的身份來跟您說，還是以朋友的身份...？,将軍、官僚として話すべきか、それとも友人として話すべきか？,"Генерал, вы хотите, чтобы я говорил с вами как чиновник или как друг?"
那就以朋友身份跟我说吧,Then speak to me as a friend.,那就以朋友身份跟我说吧,那就以朋友的身份跟我說吧。,では、友人として話してくれ。,Тогда говори со мной как друг.
将军，徐州的水很深..我不希望将军去塌这个浑水，哪里势力复杂，他们并不是让你摘桃子才把刺史给您的,"General, Xuzhou's waters run deep... I don't want you to get caught in this mess. The power dynamics there are complicated, and they didn't give you the title of Governor just to let you pick the fruits of success. ",将军，徐州的水很深..我不希望将军去塌这个浑水，哪里势力复杂，他们并不是让你摘桃子才把刺史给您的,將軍，徐州的水很深... 我不希望將軍去趟這個渾水，那裡勢力複雜，他們並不是讓你摘桃子才把刺史給您的。,将軍、徐州の状況は非常に複雑です... あなたにこの泥沼に入って欲しくありません。彼らがあなたに刺史の職を渡したのは、決して甘い果実を摘ませるためではありません。,"Генерал, воды Сюйчжоу очень мутные... Я не хочу, чтобы вы попали в этот водоворот. Там сложная игра сил, и они дали вам титул наместника не для того, чтобы вы просто сорвали плоды успеха. "
明白了..,I understand...,明白了..,明白了…,分かりました…,Понял…
大人考虑怎么样了？,"General, have you made your decision? ",大人考虑怎么样了？,將軍考慮得怎麼樣了？,将軍、決断はどうされましたか？,"Генерал, вы приняли решение?"
我觉得...,I think…,我觉得...,我覺得...,私は思うに...,Я думаю...
将军，容下官说一句话，将军究竟是陶谦的下属 还是大汉的臣子？,"General, allow me to ask: are you truly a subordinate of Tao Qian, or a loyal subject of the Han dynasty? ",将军，容下官说一句话，将军究竟是陶谦的下属 还是大汉的臣子？,將軍，容下官說一句話，將軍究竟是陶謙的下屬，還是大漢的臣子？,将軍、ひと言申し上げます。あなたは本当に陶謙の部下ですか、それとも漢王朝の忠臣ですか？,"Генерал, позвольте мне спросить: вы действительно подчиненный Тао Цяня или верный подданный династии Хань? "
如今天下大乱，诸侯并起之时，如若将军有自己理想和抱负，绝不会放弃此等大任，作为子民，将军和陶刺史都是皇帝的官员，并无高低贵贱之分，首要还是考虑百姓的福祉,"In these chaotic times, when warlords rise up, if you, General, have your own ideals and ambitions, you will not abandon such a great responsibility. As citizens, both you and Governor Tao are servants of the Emperor, equal in status. The priority should be the well-being of the people. ",如今天下大乱，诸侯并起之时，如若将军有自己理想和抱负，绝不会放弃此等大任，作为子民，将军和陶刺史都是皇帝的官员，并无高低贵贱之分，首要还是考虑百姓的福祉,如今天下大亂，諸侯並起之時，若將軍有自己的理想和抱負，絕不會放棄此等大任。作為子民，將軍和陶刺史都是皇帝的官員，並無高低貴賤之分，首要還是考慮百姓的福祉。,今、天下が乱れ、諸侯が台頭する中で、もし将軍が理想や抱負を持っているなら、この大任を放棄することはないでしょう。国民として、将軍と陶刺史はどちらも皇帝の官僚であり、身分に上下はありません。最優先すべきは、人民の福祉です。,"В эти смутные времена, когда встают полководцы, если у вас, генерал, есть свои идеалы и амбиции, вы не откажетесь от такой великой миссии. И вы, и Тао Цянь — слуги императора, равные по статусу. Главное — думать о благополучии народа. "
况且，这个位置如果你不做，那么不该做这个位置的就做了..所谓丹阳的眼线还在盯着你呢？将军觉得不接受，就能在这里旧居么？,"(These words are nonsense... I have already won the hearts of the people here, even Cao Bao cannot do anything to me. However, if I wish to achieve great things, he has indeed spoken what is in my heart. )",况且，这个位置如果你不做，那么不该做这个位置的就做了..所谓丹阳的眼线还在盯着你呢？将军觉得不接受，就能在这里旧居么？,況且，這個位置如果你不做，那麼不該做這個位置的就做了..所謂丹陽的眼線還在盯著你呢？將軍覺得不接受，就能在這裡舊居麼？,それに、この地位をあなたが取らなければ、適任ではない者が取るでしょう。いわゆる丹陽の間諜はまだあなたを監視していますよ。将軍、受け入れなければ、ここで静かに暮らせると思いますか？,"Более того, если вы не займёте эту должность, её займёт тот, кто не должен. Шпионы из Даньян всё ещё следят за вами. Вы думаете, генерал, что отказавшись, сможете оставаться здесь в покое?"
（这话就是谬谈了..我在这边深得民心，哪怕曹豹也不能拿我怎么样，但是如若 想成就一番事业，他恰恰是说出我心中所言）,"(Moreover, if you don't take this position, someone unfit for it will. The so-called spies from Danyang are still watching you. Do you think, General, that by not accepting, you can still remain here in peace? )",（这话就是谬谈了..我在这边深得民心，哪怕曹豹也不能拿我怎么样，但是如若 想成就一番事业，他恰恰是说出我心中所言）,（這話就是謬談了..我在這邊深得民心，哪怕曹豹也不能拿我怎麼樣，但是如若想成就一番事業，他恰恰是說出我心中所言。 ）,(これは誤った言葉だ...私はここで既に民心を得ており、曹豹でさえ私に何もできない。しかし、大きな事業を成し遂げたいなら、彼の言葉は確かに私の心に響いている。 ),"(Эти слова — полная чепуха... Я уже завоевал сердца народа здесь, и даже Цао Бао ничего не может мне сделать. Однако, если я хочу достичь великих дел, он как раз сказал то, что у меня на душе. )"
（其实我本来就打算接受的）,"Actually, I had already planned to accept it. ",（其实我本来就打算接受的）,（其實我本來就打算接受的。）,(実は、最初から受け入れるつもりでした。 ),"(На самом деле, я изначально собирался согласиться.)"
公元194年末，刘备入主徐州，同时他将州治迁往下邳，一场新的权力的游戏开始了！,"At the end of 194 AD, Liu Bei took control of Xu Province, and at the same time, he moved the state capital to Xia Pi—a new game of power has begun! ",公元194年末，刘备入主徐州，同时他将州治迁往下邳，一场新的权力的游戏开始了！,公元194年末，劉備入主徐州，同時他將州治遷往下邳，一場新的權力遊戲開始了！,西暦194年末、劉備が徐州を掌握し、同時に州都を下邳に移しました。新しい権力のゲームが始まりました！,"В конце 194 года нашей эры Лю Бэй взял под контроль Сюйчжоу, и в то же время он перенёс столицу штата в Ся Пи — началась новая игра за власть! "
看来，我没法拒绝你..,"It seems, I can't refuse you... ",看来，我没法拒绝你..,看來，我沒法拒絕你...,どうやら、あなたを拒むことはできないようですね…,"Похоже, я не могу тебе отказать…"
政务面板的事情还没忙完，我还不能那么早休息,"The administrative tasks aren't finished yet, I can't rest so early. ",政务面板的事情还没忙完，我还不能那么早休息,政務面板的事情還沒忙完，我還不能那麼早休息。,政務の仕事がまだ終わっていないので、まだ早く休むことはできません。,"Административные дела ещё не закончены, я не могу так рано отдыхать. "
我的体力值还有很多，确定要休息么,"I still have plenty of stamina left, are you sure you want to rest? ",我的体力值还有很多，确定要休息么,我的體力值還有很多，確定要休息嗎？,体力はまだたくさん残っているけど、本当に休みますか？,"У меня ещё много энергии, точно хотите отдохнуть? "
休息,Rest,休息,休息,休む,Отдых
取消,Cancel,取消,取消,取消,От
新的一天又开始了，幕僚们已经把该天需要处理的政务放进我的政务面板了,"A new day has begun, and my advisors have already placed the tasks for the day into my administrative panel. ",新的一天又开始了，幕僚们已经把该天需要处理的政务放进我的政务面板了,新的一天又開始了，幕僚們已經把該天需要處理的政務放進我的政務面板了。,新しい一日が始まり、幕僚たちは今日処理するべき政務をすでに政務パネルに入れてくれました。,"Начался новый день, и мои советники уже добавили задачи дня в административную панель. "
继续游戏,Continue Game,继续游戏,繼續遊戲,ゲームを続ける,Продолжить
开始游戏,Start Game,开始游戏,開始遊戲,ゲームを開始する,Начать
退出游戏,Exit Game,退出游戏,退出遊戲,ゲームを終了する,Выйти
